,Item to Item,Duration
3276,"('Pizza (12"")', 'Napkins')",13.0
3277,"('Pizza (12"")', 'Solo Cups')",11.0
3278,"('Pizza (12"")', 'Trash Bags')",8.0
3279,"('Pizza (12"")', 'Dish Soap')",15.0
3280,"('Pizza (12"")', 'Detergent')",14.5
3281,"('Pizza (12"")', 'Broom')",13.0
3282,"('Pizza (12"")', 'Dog Treats')",10.0
3283,"('Pizza (12"")', 'Air Freshner')",9.0
3284,"('Pizza (12"")', 'Oreos')",7.0
3285,"('Pizza (12"")', 'Popcorn')",10.0
3286,"('Pizza (12"")', 'Gatorade (12)')",12.0
3287,"('Pizza (12"")', 'Redbull (4)')",12.5
3288,"('Pizza (12"")', 'Ritz')",14.0
3289,"('Pizza (12"")', 'Coca Cola (12)')",13.0
3290,"('Pizza (12"")', 'LaCroix (12)')",12.0
3291,"('Pizza (12"")', 'Pepsi (12)')",12.5
3292,"('Pizza (12"")', 'Seltzer (6)')",6.0
3293,"('Pizza (12"")', 'Bottled Water (24)')",4.5
3294,"('Pizza (12"")', 'Milk Gallon')",12.0
3295,"('Pizza (12"")', 'Butter Sticks')",9.0
3296,"('Pizza (12"")', 'Cookie Dough')",8.5
3297,"('Pizza (12"")', 'Chobani (4)')",7.0
3298,"('Pizza (12"")', 'Eggs (12)')",4.0
3299,"('Pizza (12"")', 'Waffles')",1.0
3300,"('Pizza (12"")', 'Taquitos')",5.0
3301,"('Pizza (12"")', ""Breyer's Ice Cream"")",6.0
3302,"('Pizza (12"")', 'Lasagna')",4.0
3303,"('Pizza (12"")', 'Bagel Bites')",3.0
3304,"('Pizza (12"")', 'Pizza (12"")')",0.0
3305,"('Pizza (12"")', 'End Node')",19.5
3306,"('End Node', 'Start Node')",0.0
3307,"('End Node', 'Coffee Beans')",1.5
3308,"('End Node', 'K-Cups')",3.5
3309,"('End Node', 'Capt. Crunch')",6.5
3310,"('End Node', 'Chewy Bars')",9.0
3311,"('End Node', 'Granola')",10.0
3312,"('End Node', ""Hershey's"")",9.5
3313,"('End Node', 'Flour')",7.5
3314,"('End Node', 'Syrup')",6.5
3315,"('End Node', 'Brownie Mix')",3.5
3316,"('End Node', 'Seasoning')",2.0
3317,"('End Node', 'Soup')",4.5
3318,"('End Node', 'Mac & Cheese')",6.5
3319,"('End Node', 'Ketchup')",9.5
3320,"('End Node', 'Pickles')",10.0
3321,"('End Node', 'Italian Dressing')",10.5
3322,"('End Node', 'Soy Sauce')",12.5
3323,"('End Node', 'Penne')",12.0
3324,"('End Node', 'CapriSun')",11.5
3325,"('End Node', 'Tortillas')",7.5
3326,"('End Node', 'Tomato Sauce')",4.5
3327,"('End Node', 'Ibuprofen')",6.0
3328,"('End Node', 'Diapers')",7.5
3329,"('End Node', 'Tootpaste')",13.5
3330,"('End Node', 'Tampons')",12.5
3331,"('End Node', 'Shampoo')",14.0
3332,"('End Node', 'Toilet Paper')",6.5
3333,"('End Node', 'Paper Towels')",7.5
3334,"('End Node', 'Napkins')",9.5
3335,"('End Node', 'Solo Cups')",11.5
3336,"('End Node', 'Trash Bags')",14.5
3337,"('End Node', 'Dish Soap')",7.5
3338,"('End Node', 'Detergent')",8.0
3339,"('End Node', 'Broom')",9.5
3340,"('End Node', 'Dog Treats')",12.5
3341,"('End Node', 'Air Freshner')",13.5
3342,"('End Node', 'Oreos')",15.5
3343,"('End Node', 'Popcorn')",12.5
3344,"('End Node', 'Gatorade (12)')",10.5
3345,"('End Node', 'Redbull (4)')",10.0
3346,"('End Node', 'Ritz')",8.5
3347,"('End Node', 'Coca Cola (12)')",9.5
3348,"('End Node', 'LaCroix (12)')",10.5
3349,"('End Node', 'Pepsi (12)')",10.0
3350,"('End Node', 'Seltzer (6)')",16.5
3351,"('End Node', 'Bottled Water (24)')",18.0
3352,"('End Node', 'Milk Gallon')",10.5
3353,"('End Node', 'Butter Sticks')",13.5
3354,"('End Node', 'Cookie Dough')",14.0
3355,"('End Node', 'Chobani (4)')",15.5
3356,"('End Node', 'Eggs (12)')",18.5
3357,"('End Node', 'Waffles')",18.5
3358,"('End Node', 'Taquitos')",14.5
3359,"('End Node', ""Breyer's Ice Cream"")",13.5
3360,"('End Node', 'Lasagna')",15.5
3361,"('End Node', 'Bagel Bites')",16.5
3362,"('End Node', 'Pizza (12"")')",19.5
3363,"('End Node', 'End Node')",0.0
